show_id|titre|description|langue|popularite|note|type|directeurs|acteurs|pays|date_ajout|annee_sortie|classement|duree|categories
s4862|Pineapple Express|After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.|en|12.932|6.6|Movie|David Gordon Green|Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard|United States|September 1, 2020|2008|R|112 min|Action & Adventure, Comedies
s4863|Pink|A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture.|hi|6.23|7.5|Movie|Aniruddha Roy Chowdhury|Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan, Piyush Mishra, Angad Bedi, Vijay Varma, Raashul Tandon, Tushar Pandey, Dhritiman Chatterjee, Mamata Shankar|India|January 20, 2017|2016|TV-14|130 min|Dramas, International Movies
s4864|Pinkfong & Baby Shark's Space Adventure|Joined by new friends from other planets, Pinkfong and Baby Shark explore outer space and search for missing star pieces to return home.|en|0.904|4.0|Movie|Byeon Hee-sun|Jo Kyoung-i, Kim Seo-yeong, Kim Eun-ah, Jeong Jae-heon||January 15, 2021|2019|TV-Y|65 min|Children & Family Movies
s4865|Pinky Malinky|Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.|en|6.789|5.0|TV Show||Lucas Grabeel, Nathan Kress, Diamond White, Danny Jacobs, Retta, Colleen Smith, Vargus Mason, Lauren Tom, Robbie Daymond, Grey Griffin|United States|July 17, 2019|2019|TV-Y7|3 Seasons|Kids' TV, TV Comedies
s4866|Pinky Memsaab|When a guileless young woman becomes the domestic worker in a wealthy Dubai household, her bond with her posh employer changes both of their lives.|ur|0.6|9.0|Movie|Shazia Ali Khan|Hajira Yamin, Kiran Malik, Adnan Jaffar, Sunny Hinduja, Khalid Ahmed, Shamim Hilaly, Hajrah Khan, Ahmed Ali Khan|Pakistan, United Arab Emirates|April 1, 2019|2018|TV-MA|124 min|Dramas, Independent Movies, International Movies
s4869|Pitaah|Thakur Avadh is an evil landlord in a remote village who rules with an iron fist. His two sons live a debauched life, knowing that their father will bail them out of any scrape.|hi|1.52|6.7|Movie|Mahesh Manjrekar|Sanjay Dutt, Nandita Das, Om Puri, Jackie Shroff, Mita Vashisht, Sachin Khedekar, Anjan Srivastav, Dinesh Anand, Mink Singh, Siddharth|India|March 1, 2018|2002|TV-MA|127 min|Dramas, International Movies, Music & Musicals
s4870|Pizza|A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.|hi|1.18|4.6|Movie|Akshay Akkineni|Akshay Oberoi, Parvathy Omanakuttan, Arunoday Singh, Dipannita Sharma, Rajesh Sharma, Omkar Das Manikpuri, Hussain Dalal, D. Santosh|India|October 1, 2018|2014|TV-14|102 min|Horror Movies, International Movies, Thrillers
s4871|Pizza, birra, faso|A group of hardscrabble young thieves in Argentina decide to leave their boss and plan heists on their own.|es|2.285|6.7|Movie|Israel Adrián Caetano, Bruno Stagnaro|Héctor Anglada, Jorge Sesán, Pamela Jordán, Adrián Yospe, Daniel Di Biase, Walter Díaz, Martín Adjemián, Elena Cánepa, Rubén Rodríguez, Tony Lestingi, Alejandro Pous|Argentina|March 15, 2018|1998|TV-MA|81 min|Dramas, International Movies
s4872|PJ Masks|Three 6-year-old kids who live normal lives during the day become superheroes at night, fighting crime as a team known as PJ Masks.|en|23.74|5.1|TV Show||Jacob Ewaniuk, Kyle Breitkopf, Addison Holley|France, United Kingdom|January 15, 2020|2018|TV-Y|2 Seasons|Kids' TV
s4873|PK|Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.|hi|10.307|7.7|Movie|Rajkumar Hirani|Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar|India|September 6, 2018|2014|TV-14|146 min|Comedies, Dramas, International Movies
s4874|Plaire, aimer et courir vite|When a Paris-based writer with AIDS meets a college student exploring his sexuality, romance blossoms in his waning days.|fr|8.073|6.9|Movie|Christophe Honoré|Vincent Lacoste, Pierre Deladonchamps, Denis Podalydès, Adèle Wismes, Thomas Gonzalez, Clement Metayer, Quentin Thébault, Tristan Farge, Sophie Letourneur|France|July 13, 2019|2018|TV-MA|133 min|Dramas, Independent Movies, International Movies
s4875|Planet 51|After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.|en|19.939|5.8|Movie|Jorge Blanco|Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman, Seann William Scott, John Cleese, Freddie Benedict, Alan Marriott, Mathew Horne, James Corden|Spain, United Kingdom, United States|January 23, 2019|2009|PG|91 min|Children & Family Movies, Comedies, Sci-Fi & Fantasy
s4876|Planet Earth II|"In this sequel to the Emmy-winning ""Planet Earth"" series, viewers are treated to rich and intimate views of the natural diversity of our planet."|en|19.62|8.4|TV Show||David Attenborough|United Kingdom|December 25, 2017|2016|TV-G|1 Season|British TV Shows, Docuseries, Science & Nature TV
s4877|Planet Earth: The Complete Collection|This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.|en|13.833|8.4|TV Show|Alastair Fothergill|David Attenborough|United Kingdom|April 22, 2015|2006|TV-PG|1 Season|British TV Shows, Docuseries, International TV Shows
s4878|Planet Hulk|When Earth's superheroes exile the volatile Incredible Hulk to a distant planet called Sakaar, the muscle-bound green monster is sold into slavery.|en|28.926|6.9|Movie|Sam Liu|Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth, Liam O'Brien, Kevin Michael Richardson, Sam Vincent, Advah Soudack, Michael Kopsa, Paul Dobson, Marc Worden|United States|June 1, 2020|2010|TV-14|81 min|Action & Adventure, Sci-Fi & Fantasy
s4879|Planetarium|In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker.|fr|13.672|4.6|Movie|Rebecca Zlotowski|Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar, Pierre Salvadori, Louis Garrel|France, Belgium|January 1, 2018|2016|TV-MA|108 min|Dramas, International Movies
s4880|Platoon|A soldier grows disillusioned as he's caught between rival sergeants in this semi-autobiographical Vietnam War drama from writer-director Oliver Stone.|en|15.08|7.7|Movie|Oliver Stone|Tom Berenger, Willem Dafoe, Charlie Sheen, Forest Whitaker, Francesco Quinn, John C. McGinley, Richard Edson, Kevin Dillon, Reggie Johnson, Keith David|United States, United Kingdom|November 1, 2020|1986|R|120 min|Action & Adventure, Classic Movies, Dramas
s4881|Players|Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.|hi|2.197|5.1|Movie|Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla|Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikander Kher, Omi Vaidya, Johny Lever, Shweta Bhardwaj|India|July 5, 2020|2012|TV-14|162 min|Action & Adventure, International Movies
s4882|Playing for Keeps|A washed-up, former soccer star attempts to rebuild his relationship with his son and ex-wife by coaching his son's soccer team.|en|10.502|5.6|Movie|Gabriele Muccino|Gerard Butler, Jessica Biel, Catherine Zeta-Jones, Dennis Quaid, Uma Thurman, Judy Greer, Noah Lomax, James Tupper, Abella Wyss, Grant Goodman|United States|January 3, 2021|2012|PG-13|106 min|Comedies, Romantic Movies, Sports Movies
s4883|Playing for Time|Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers.|en|4.307|7.2|Movie|Daniel Mann, Joseph Sargent|Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris|United States|December 1, 2017|1980|TV-14|149 min|Dramas
s4884|Playing Hard|"Step inside the Ubisoft offices, and follow designer Jason VandenBerghe's fight to create the video game ""For Honor"" over four years."|en|1.432|6.5|Movie|Jean-Simon Chartier||Canada, United States|April 5, 2019|2018|TV-MA|92 min|Documentaries, International Movies
s4885|Playing with Fire|Three prosperous women – including a mother and her daughter – fall for a seductive man in Colombia's Coffee Triangle.|en|0.6|0.0|TV Show||Jason Day, Margarita Rosa de Francisco, Carlos Ponce, Gaby Espino, Laura Perico, Alejandro Aguilar, Tony Plana, Marcelo Serrado, Leticia Huijara, Germán Quintero, Luis Alberti, Ricardo Vesga, Yuri Vargas, Álvaro Rodríguez, Juan David Restrepo|United States|January 22, 2020|2019|TV-MA|1 Season|International TV Shows, Romantic TV Shows, Spanish-Language TV Shows
s4886|PNL - Dans la légende tour|"French rap duo PNL deliver hypnotic visuals and perform popular tracks from their album ""Dans la légende"" and more at the Bercy Arena in Paris."|fr|0.711|6.1|Movie|QLF|PNL||July 6, 2020|2020|TV-MA|65 min|International Movies, Music & Musicals
s4887|Poacher|A daring farmer steals illicit ivory from a group of international terrorists and must elude their dangerous and deadly games.|en|0.6|3.0|Movie|Tom Whitworth|Brian Ogola, Davina Leonard, Shiviske Shivisi, Lenny Juma, Olwenya Maina, Peter King, Alfred Munyua, Mwajuma Belle|United Kingdom, Kenya|September 30, 2020|2018|TV-MA|28 min|Dramas, International Movies, Thrillers
s4888|Pocoyo|Discovery is the name of the game for friendly toddler Pocoyo in this lifelike and richly colored animated adventure series for preschoolers.|en|16.373|7.1|TV Show||Stephen Fry, Alex Marty|Spain, United Kingdom|January 10, 2019|2017|TV-Y|4 Seasons|Kids' TV, Spanish-Language TV Shows
s4890|Pocoyo & The Space Circus|Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show.|en|2.426|4.5|Movie|Alfonso Rodríguez|Stephen Fry, Carys Doyle|Spain|May 1, 2018|2008|TV-Y|25 min|Movies
s4894|Pocoyo Special Sports|Everyone is getting excited for the games. Pocoyo plays baseball and golf, and races with his friends. Ready, set, go!|en|0.892|0.0|Movie|Guillermo Garcia, David Cantolla|||May 1, 2018|2016|TV-Y|24 min|Movies
s4895|Point Blank|To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops.|en|44.062|6.1|Movie|Joe Lynch|Frank Grillo, Anthony Mackie, Marcia Gay Harden, Teyonah Parris, Boris McGiver, Christian Cooke, Markice Moore|France, United States|July 12, 2019|2019|TV-MA|87 min|Action & Adventure
s4897|Pokémon the Movie: I Choose You!|When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh.|ja|82.81|7.0|Movie|Kunihiko Yuyama|Ikue Otani, Sarah Natochenny, David Oliver Nelson, Mike Pollock, Kate Bristol, Suzy Myers, Rodger Parsons|Japan|January 1, 2019|2017|TV-Y7|97 min|Anime Features, Children & Family Movies
s4898|Pokémon the Movie: Power of Us|Ash and Pikachu journey to Fula City for its Wind Festival. When disaster looms, they must work together with a group of misfits to save the day!|ja|43.485|6.9|Movie|Tetsuo Yajima|Gim Yeong-seon, Ikue Otani, O Inseong, I Sen-ho, Jeong-shin Woo, Sarah Natochenny|Japan|January 1, 2020|2018|TV-Y7|98 min|Anime Features, Children & Family Movies
s4899|Pokémon the Series|Ash and his Pikachu travel to the Alola region with his mother and enroll in the Pokémon school, where they confront the nefarious Team Skull.|ja|109.148|7.3|TV Show||Sarah Natochenny, Laurie Hymes, Jessica Paquet, Rosie Reyes, Alyson Leigh Rosenfeld, Marc Swint, Rodger Parsons||April 1, 2020|2019|TV-Y7|3 Seasons|Anime Series, Kids' TV
s4900|Pokémon: Indigo League|Explore the world of Pokémon with 10-year-old Ash Ketchum and his partner, Pikachu, as they aim for Ash's ultimate goal: becoming a Pokémon master.|ja|109.148|7.3|TV Show||Rica Matsumoto, Ikue Otani, Mayumi Iizuka, Megumi Hayashibara, Unsho Ishizuka|Japan|January 1, 2018|2000|TV-Y7|1 Season|Anime Series, Kids' TV
s4901|Pokémon: Mewtwo Strikes Back - Evolution|After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.|ja|29.083|6.8|Movie|Kunihiko Yuyama, Motonori Sakakibara|Sarah Natochenny, Dan Green, Bill Rogers, Michele Knotz, Alyson Leigh Rosenfeld, Rodger Parsons|Japan|February 27, 2020|2019|TV-Y7|98 min|Anime Features, Children & Family Movies
s4902|Polar|An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out.|en|40.198|6.2|Movie|||United States, Germany|January 25, 2019|2019|TV-MA|119 min|Action & Adventure, International Movies
s4903|Polaroid|A teen's discovery of a vintage Polaroid camera develops into a darker tale when she finds that whoever takes their photo with it dies soon afterward.|en|14.205|5.7|Movie|Lars Klevberg|Kathryn Prescott, Mitch Pileggi, Grace Zabriskie, Tyler Young, Samantha Logan, Javier Botet, Katie Stevens, Madelaine Petsch, Priscilla Quintana, Davi Santos, Keenan Tracey|United States, Norway, Canada|February 9, 2020|2019|PG-13|88 min|Horror Movies
s4904|Polly Pocket|After uncovering a magical locket that allows her to shrink in size, Polly and her friends set out on big adventures with petite power.|en|2.748|8.0|TV Show||Emily Tennant, Shannon Chan-Kent, Kazumi Evans, Patricia Drake, Rhona Rees, Ian Hanlin, Maryke Hendrikse, Vincent Tong, David Kaye, Ellen Kennedy|Canada, United States, Ireland|November 15, 2020|2020|TV-Y|2 Seasons|Kids' TV
s4905|Ponysitters Club|A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.|en|1.569|8.0|TV Show||Morgan Neundorf, Madeline Leon, Khiyla Aynne, Cailan Laine Punnewaert, Zyon Allen, Maya Franzoi, Victoria Tomazelli, Hugh Wilson, Diana Chrisman|Canada|November 16, 2018|2018|TV-G|2 Seasons|Kids' TV, TV Dramas
s4906|Pooja Kiven Aa|When a woman arrives in Mumbai and hires three spirited boys to care for her estate, she discovers they're more trustworthy than her family members.|en|0.6|5.0|Movie|Nidhi Sharma|Miss Pooja, Tarun Khanna, Raj Singh Jhinger, Sahil Vedoliyaa, B.N. Sharma, Manoj Joshi, Anita Shabdeesh, Sardar Sohi|India|October 1, 2018|2013|TV-PG|122 min|Comedies, International Movies, Music & Musicals
s4907|Pop Team Epic|This animated adaptation of the quirky four-panel comic brings the random exploits of Popuko and Pipimi to life.|ja|8.96|7.0|TV Show|||Japan|February 1, 2020|2018|TV-14|1 Season|Anime Series, International TV Shows
s4908|Pop, Lock 'n Roll|An ambitious hip-hop dancer jeopardizes his rising career when his affections for an ominous producer's wife threatens to stomp out all of his success.|en|0.6|0.0|Movie|Ziggy Hofmeyr|Maurice Paige, Yasirah Bhelz, Lionel Newton, Tarryn Alberts, Sandile Sand Zulu, Duane Lawrence, Robyn Brophy, Brady Brophy, Raylene Jacobs, Jason Meyer|South Africa|March 1, 2020|2017|TV-14|88 min|Dramas, International Movies, Romantic Movies
s4909|Pope Francis: A Man of His Word|Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age.|en|7.826|7.3|Movie|Wim Wenders|Pope Francis|Switzerland, Vatican City, Italy, Germany, France|January 3, 2019|2018|PG|96 min|Documentaries, Faith & Spirituality, International Movies
s4910|Popeye|During a storm that wrecks his ship, super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive.|en|11.685|5.4|Movie|Robert Altman|Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, Macintyre Dixon, Roberta Maxwell, Donovan Scott|United States|November 24, 2019|1980|PG|114 min|Action & Adventure, Children & Family Movies, Comedies
s4911|Popples|The adorable Best Popple Pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways.|en|5.991|6.2|TV Show||Erin Fitzgerald, Wendee Lee, Cassandra Morris, Cindy Robinson, Reba Buhr, Ben Diskin, Ezra Weisz, Karen Strassman|United States, France|July 24, 2016|2016|TV-Y|3 Seasons|Kids' TV
s4912|Pororo - The Little Penguin|On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur.|en|2.256|0.0|TV Show|||South Korea|April 19, 2019|2013|TV-Y7|2 Seasons|Kids' TV, Korean TV Shows
s4913|Portlandia|Fred Armisen and Carrie Brownstein send up the residents of Portland, Ore. Typical targets include artisanal light bulbs and feminist bookstores.|en|13.309|6.7|TV Show||Fred Armisen, Carrie Brownstein|United States|September 25, 2019|2018|TV-14|8 Seasons|TV Comedies
